Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,WEST
2012,4,27,15,0,22.3,18.77333333333333,1364.776434507719
2012,4,27,16,0,24.96666666666667,15.10666666666667,1417.7090626084475
2012,4,27,17,0,27.33333333333333,12.590000000000002,1457.0594871700778
2012,4,27,18,0,29.33333333333333,10.606666666666667,1454.585806622375
2012,4,27,19,0,30.83333333333333,9.2,1416.178245246415
2012,4,27,20,0,31.9,8.276666666666666,1357.1645197146488
2012,4,27,21,0,32.46666666666667,7.726666666666667,1299.7864617532723
2012,4,27,22,0,32.56666666666666,7.43,1253.7711892845405
2012,4,27,23,0,32.1,7.420000000000001,1171.554386499075
2012,4,28,0,0,30.53333333333333,7.976666666666667,1080.31387
2012,4,28,1,0,26.83333333333333,12.133333333333333,1000.5355455841956
2012,4,28,2,0,23.566666666666663,17.173333333333336,940.8798757452496
2012,4,28,3,0,22.266666666666666,18.113333333333333,897.3652027053087
2012,4,28,4,0,21.2,18.796666666666667,865.5630624572522
2012,4,28,5,0,20.133333333333336,19.486666666666668,847.2764304874306
2012,4,28,6,0,19.2,20.44333333333333,846.2524294250222
2012,4,28,7,0,18.46666666666667,21.36,866.9523377665699
